آئروژینوزا 33,33,33,33,33,33,33,33,33,33
ویکی 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
پاتس 8
پاتوفیزیولوژی 28
پاتولوژی 25,25,53
پاتولوژیک 9
پاتوژن 33,33
پاتیون 21
پادشاه 15,15,18,53
پادشاهی 11,25,27
پادوآ 25
پارافین 30
پارامتر 28,28,39,39,39,39,53,53,53,53,8,8,8
پارسه 30
پارسی 15,22,22
پارسیترکی 22
پاره 46,57,57,57,57,57,57
پاروکسیسم 53
پارچه 22,23,30,54,54,54,8,8,8
پارک 31,56
پارکینسون 13
پارکینگ 56
پارگی 57,57,57
پاریس 23
پاستور 25,25
پاسخ 28,28,28,28,28,33,49,58
پاسخگوی 43
پاسخگویی 7
پاشام 7
پاشنه 32,32
پاشی 60
پالاتن 17
پانزده 50
پانزدهم 25
پانکراتیت 28
پانکراس 14,28,28,28,28,28,28,28,28,28,28,28,28,7,7,7
پانکراسی 28,28,28,28
پاهای 18,20,28,32
پاپیروس 53,53
پاپیروسهای 15
پاپیلوم 47,57,57
پاپیلوما 47,57
پاکسازی 18
پاکی 15,18
پاکیزه 11,31,51,51
پاکیزگی 11,11,11,15,41,41,41,51,51,51,51,51
پایان 20,20,21,27,28,28,41,44,53,57
پایانی 57
پایدار 1,10,11,12,13,14,15,16,16,17,18,19,2,20,21,22,23,24,25,26,27,28,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,58,58,58,59,6,60,7,7,8,9
پایداری 15,23,33,8
پایش 16,16,16,28,35
پایشگر 28
پایشگرهای 28
پایشی 28,28,28,28,28
پایه 11,11,13,13,14,15,15,15,15,15,16,16,16,16,17,24,24,25,25,27,33,36,36,40,40,42,43,43,43,47,50,52,53,53,53,53,53,57,57,57
پایهٔ 11,15,16,17,27,27
پایگاه 27,57,9
پایی 27
پاییز 28
پایین 17,18,18,18,2,28,28,28,28,28,28,28,28,30,30,30,32,46,53,55
پایینتری 28
پایینِ 18
پتاسیم 30,31,58
پخته 24
پدران 16
پدید 6,7,7
پدیده 28,60,60,60
پدیدهٔ 60,60
پدیکال 20
پذیرایی 24,49
پذیرش 11,16,23,27,3,35,53,53,6
پذیرفته 35
پرادر 28,28
پرادراری 28
پرافتخار 53
پرانرژی 28
پراکتر 23
پراکندگی 20
پرتال 7
پرتزو 28
پرتقال 9
پرتو 28,28
پرتودرمانی 53
پرتوی 10,10
پرجمعیت 18
پرخطر 57
پرداخت 49,53,53
پرداختن 31,31
پردازی 17
پرده 53
پرزب 52
پرزهای 22
پرستار 52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
پرستاران 52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
پرستارانی 52
پرستاری 30,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53
پرسنل 25,30,30,33,53
پرسید 21
پرسیده 53
پرعملکرد 13
پرفروش 57
پرمصرف 48
پرنده 32
پرندگان 25,25,58
پرنوشی 28
پرهیز 24,28,28,53,57
پرواز 20
پروانش 38
پروانه 53,53
پروبیوتیک 9,9,9
پروتئین 16,16,16,16,16,23,24,28,28,28,28,28,30,30
پروتئینهای 16,16
پروتئینی 16,16,25,30
پروتز 35,35,8
پروتزهای 27
پروتیین 16
پرورش 16,25,25,25,25,45,45,49,53,56,56
پرورشگاهی 24
پروکتور 58
پروگنوز 28
پريودنتولوژي 46
پرچالشی 53
پرکاربرد 23
پرکاری 15
پرکسید 30
پریدگی 53
پریودنتال 28,28
پریودنتولوژی 28
پزشک 12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,18,25,28,28,31,31,42,42,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,9,9
پزشکان 15,15,15,15,15,15,15,16,27,28,28,35,35,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,57
پزشکانی 53,53
پزشکی 10,11,12,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,18,19,19,2,2,2,2,20,20,20,20,20,25,25,25,27,27,27,27,28,28,28,28,28,28,28,28,28,28,3,30,30,30,31,33,35,35,35,39,41,42,50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,57,57,8
پزشکیِ 18
پستان 31
پستی 50,57
پسران 16
پسرش 23,23
پسماند 17,58,58,58,58,58,58,58
پسماندهای 58,58
پسندیده 16,16
پسوند 22
پسین 44
پشتی 10,20,20,20,21
پشهٔ 11
پشکل 39
پلاستیک 23,30
پلاستیکی 23,30,32,36,9
پلاسما 28,28,7
پلاسمای 28
پلانوپیلاریس 10
پلاک 46
پلاکت 10
پلیمر 57,8,8,8,8
پلیمرهای 8
پلیمری 57
پنبه 47,47
پنجاه 44
پنجرهٔ 17
پنجعلی 56
پنداری 13
پنداشته 11
پنهان 31,44,44,44,49,7
پنیری 12
پهلوی 20,20
پهنای 18
پودر 1,23,23,23,23,30,54
پودرهای 23,23,23,23
پورت 7
پورتوریکو 50
پوره 20
پوسال 58,58,58,58,58
پوساندن 58
پوست 10,10,10,10,10,10,10,10,11,18,20,28,28,28,30,31,31,32,32,33,42,44,44,44,53,54,57,57,57,58,58,58,58,7,7
پوستان 28
پوسته 23,8
پوستی 10,10,10,10,10,10,16,18,30
پوسش 58,58,58
پوسیدگی 15,23,23,46,46
پوشاندن 11,54,58
پوشاک 31,54
پوشش 18,33,49,53,53,53,57,58,58,8
پوششی 18,47,57,57,8
پوشک 54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
پوشکی 54,54
پوشیدن 18,54,57,8
پوشیدنی 8,8
پوشیده 18,18,21,57
پولی 17,18,26,34,6
پومیس 32
پوویودین 30
پوکه 32,32,32,32,32,32
پوکی 31,31
پویا 53,53
پيامهاي 46
پُرز 22
پپتیک 7,7
پژواک 11
پژوهش 15,52,52,52
پژوهشگران 15,28,51
پژوهشی 35,49,53
پیاده 57
پیاز 9
پیازچه 10,10
پیام 32,46,54,6,6
پیامبر 41
پیامی 28,28
پیاپی 57
پیتر 8
پیخال 39,39
پیدا 10,13,15,16,18,18,18,18,18,18,18,23,23,28,28,28,28,31,39,45,46,46,5,51,52,53
پیداست 20,21
پیدایش 15
پیرامون 1,1,1,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,16,17,17,17,18,18,18,18,19,19,19,2,2,2,20,20,20,21,21,21,22,22,22,22,23,23,23,24,24,24,24,25,25,25,26,26,26,27,27,27,27,28,28,28,29,29,29,3,3,3,30,30,30,31,31,31,32,32,32,33,33,33,33,33,34,34,34,34,35,35,35,36,36,36,37,37,37,38,38,38,39,39,39,4,4,4,40,40,40,41,41,41,42,42,42,43,43,43,44,44,44,45,45,45,46,46,46,47,47,47,48,48,48,49,49,49,5,5,5,50,50,50,51,51,51,51,52,52,52,53,53,53,54,54,54,55,55,55,55,56,56,56,57,57,57,58,58,58,59,59,59,6,6,6,60,60,60,7,7,7,8,8,8,9,9,9
پیرامونمان 31
پیرامونی 7
پیراپزشکان 16
پیراپزشکی 53
پیرزنان 3
پیرسون 53
پیرمردان 3
پیرنیا 21
پیروی 15,46
پیری 16,28,31
پیشانی 13,20,20
پیشبرد 57
پیشرفت 25,27,28,28,35,48
پیشرفته 11,18,19,53,53,53,8,8
پیشرفتهٔ 18
پیشرفتی 35
پیشرو 52
پیشرونده 28,28
پیشروی 7
پیشنهاد 16,18,25,27,28,35,49,7,7,7,7
پیشنهادی 28,31,31
پیشه 28,49
پیشکسوتان 27
پیشگامان 27,8
پیشگویی 53
پیشگیرانه 14
پیشگیری 11,11,11,11,11,11,11,11,11,11,11,11,14,15,16,23,23,25,27,28,28,28,28,28,28,28,28,31,35,35,35,40,40,40,42,42,42,46,53,53,53,57,57,57,57,57,57,57,57,57,7,9
پیشین 1,10,11,12,13,14,15,16,17,18,19,2,20,21,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
پیشینه 15,52,58
پیشینهٔ 11
پیلور 7
پیوسته 15
پیوستهای 20
پیوند 1,1,1,1,1,1,10,10,10,10,10,10,11,11,11,11,11,11,12,12,13,13,13,13,13,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,17,17,17,17,17,18,18,18,19,19,2,2,20,20,21,21,21,21,21,22,22,23,23,23,24,24,24,24,25,25,25,25,25,25,26,26,26,26,26,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,29,29,3,3,30,30,30,30,30,30,31,31,31,31,31,31,32,32,32,33,33,33,34,34,34,34,35,35,35,35,35,35,36,36,37,37,37,38,38,39,39,39,4,4,4,4,40,40,41,41,41,41,42,42,42,43,43,43,43,43,44,44,44,45,45,45,46,46,46,46,47,47,47,47,47,48,48,48,48,49,49,49,49,49,49,49,5,5,5,5,50,50,50,50,51,51,52,52,52,52,53,53,53,53,54,54,54,54,54,54,55,55,55,56,56,56,56,56,57,57,57,57,57,57,57,58,58,58,59,59,6,6,6,6,6,60,60,60,7,7,8,8,8,8,8,9,9,9,9
پیوندهای 1,10,11,12,13,14,15,16,17,18,18,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
پیوژنیک 7
پیچاندن 46
پیچیده 30,53,53
پیچیدگی 18
پیگیر 25
پیگیری 25,25,31,35,53
چارز 28
چارپایان 23
چارپایه 17,18,26,34,6
چارچوبی 53
چاقی 16,24,28,28,28,28,28,28,28,31,31
چالش 26,28,3,47,48
چاله 58
چاوشی 53
چاپخانه 49
چراغ 17,17,17,30
چراکه 28
چربی 14,16,20,28,28,28,28,28,28,28,28,28,28,28,31,31,9,9
چرخانده 46
چرخش 46
چرخشی 10
چرخه 16
چسبان 23
چسبناک 23,57
چسبندهٔ 60
چسبیده 28
چشایی 53
چشمه 56,56,56,56,56,56,56,56,56
چشمه_ 55
چشمه_آبگرم 56
چشمهای 20,20,20,20,20
چشمگیر 25,58
چشمی 31
چغاله 24
چفندر 10
چماقی 53
چمباتمه 18,18,6
چنانچه 20,20,36
چندان 18,28,31
چندانی 18,20,23,30,31,52
چندباره 57
چندصد 27
چندلایه 57
چندپیوندی 28
چندگانه 28
چندین 11,16,16,16,18,19,20,20,28,28,33,36,44,53,53,53,56,57,60,8,9
چنین 18,25,32,43,53,60
چهار 15,15,15,20,21,21,27,27,28,28,42,49,53,53,54,54
چهارساله 52
چهارم 55,55,57,8,9
چهارمین 40
چهارپایان 58
چهارپایه 27
چهارگانه 42
چهره 15,15
چوبی 18,18,27,41,49,58
چگونه 16,18,53
چگونگی 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,25,26,27,28,29,3,30,31,32,33,34,35,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,58,59,6,60,7,8,9
چیدمان 16
چیدن 24
چیزی 22,28,31,54,8
چیست 18,28
چینی 23,7
ژئوتکنیک 11,16,53
ژئوفیزیک 15
ژاندارمری 25,25
ژانویه 15,18,22,24,25,46,49,49,49,49,49,49
ژانویهٔ 13,14,25,27,43,52,54,57
ژاپن 18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,57,8
ژاپنی 18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23
ژلاتین 33
ژنتیک 11,16,16,28,28,28,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,53,53,53,53
ژنتیکی 12,12,28,28,28,28,28,28,28,28,28,28,28,28,42,42,42
ژنوم 15
ژوئن 11,18,18,18,24,26,28,28,28,38,38,38,46,50,53,53,53,53,56,6,60
ژوئیه 10,18,18,38,53,53
ژوئیهٔ 59,7
ژورنالیستی 60
ژولیوس 57
کابوس 52
کابینه 50
کاتیونیک 30
کادر 25,25,52,53,53,53
کاذب 13,7,7
کارآزمایی 33,33
کارآمدی 43
کارآموزی 53
کارآیی 16
کارانه 52
کارانهٔ 52,52
کاراژینان 23
کارای 28
کارایی 28,30,41,53,57,57,8
کاربران 18,22
کاربرد 18,22,22,23,23,24,28,28,28,29,3,30,31,31,33,35,41,42,42,5,53,53,53,54,56,56,57,57,57
کاربردش 30
کاربردهای 23,23,53,56
کاربردِ 17
کاربردی 23,31,39,53,8
کاربری 1,1,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,17,18,18,18,18,19,19,2,2,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,3,3,30,30,31,31,32,32,33,33,34,34,35,35,36,36,37,37,38,38,39,39,4,4,40,40,41,41,42,42,43,43,44,44,45,45,46,46,47,47,48,48,49,49,5,5,50,50,51,51,52,52,53,53,54,54,55,55,56,56,57,57,58,58,59,59,6,6,60,60,7,7,8,8,9,9
کاربریِ 18
کارتو 15
کارخانه 58,58,58
کارخانگی 49,49,49
کارد 15
کاردان 25
کاردانی 35
کاردپزشک 15
کارساز 17,33
کارش 49
کارشناس 25
کارشناسان 35,42
کارشناسی 35,52,52
کارل 53
کارلوس 55,55
کارنامه 53,53
کارهای 15,22,30,31,49,49,49,49,49,53,57
کارهایی 35,49,49
کارورزی 25,53
کارِ 18,18
کارکرد 18,18,5
کارکردهای 53
کارکردی 7
کارکنان 30,30,50
کارگاهی 35
کارگر 49
کارگران 11
کاری 22,31,31,49,49,49,52,53,57
کاریکاتور 6
کازرون 25
کاسته 35
کاسه 17
کاسهٔ 17,17,17
کاشان 21
کاشت 35
کاشتن 58
کاشتِ 39
کاشف 57
کاغذ 18,18,18,18,18,18,18,18,53
کاغذهای 18
کاغذهایی 57
کاغذی 22,22,58
کافی 15,16,16,17,17,17,17,18,21,28,28,28,31,31,31,31,41,41,41,41,41,46,53,53,56,57,7
کافیست 28
کالا 18,57
کالاهای 57
کالبدشناسی 53,53
کالری 16,28,28,28,28
کالسدون 53
کالیفرنیای 58,58
کامل 11,11,15,15,16,16,16,16,17,19,20,20,20,20,27,28,28,28,28,28,28,28,31,31,31,31,41,46,53,57,57,57,6
کاملا 16
کاملاً 13,15,23,28,28,30,31,36,44,57,57,58,6
کامیون 57
کانادا 27,36,38,52
کانادایی 28,52
کانال 10,18,53,60
کاندوم 57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
کاندیدا 10,10
کاندیدای 10,35
کاندیدایی 10
کاندیدیازیس 10
کانون 36
کاهش 10,10,10,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,23,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,35,40,40,41,43,44,46,49,5,52,53,53,53,57,57,57,57,58,6,6,60,60,60,7,7,9,9,9,9,9
کایرا 17
کباب 24,24,24
کبدی 14,9
کتاب 15,15,15,15,15,15,18,18,25,25,28,28,28,49,53,53,56
کتابحانه 50
کتابخانه 11,12,13,24,28,31,43,48,53,55,57,57
کتابی 53
کتبی 25
کتواسیدوز 28,28,28,28,28,28,9
کتوز 28
کتون 28,9
کثیف 30
کدام 16,16,16,28,42,42,53,8
کدامیک 46,46
کدهای 10,13,28,44,59,7,9,9
کراس 23
کرانیال 53
کراون 57
کربن 1,56,58,58,58,58,58
کربنات 7
کربومر 23
کربوهیدرات 28,28,28,28,28,28,28,28,28
کربوهیدراتی 16,28,28,28
کربوکسیلاز 33
کربینیسیلین 33
کردن 1,1,1,10,10,10,11,11,11,11,11,12,13,14,14,15,15,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,2,2,20,21,22,22,22,22,22,23,23,23,23,23,23,24,24,24,24,24,24,24,25,26,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,32,32,33,34,35,36,36,37,38,39,39,39,4,40,41,41,42,43,44,44,45,46,46,46,46,46,46,46,46,47,47,48,49,49,49,49,49,49,49,5,50,51,51,51,51,51,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,55,56,57,57,57,57,57,57,58,58,58,58,58,58,59,6,6,6,6,6,6,6,6,6,6,6,6,60,7,8,8,8,9,9,9,9,9,9,9
کردند 25,25,28,28,53,53
کردنشان 18
کرده 10,15,16,25,25,28,30,33,34,36,36,46,46,46,52,53,53,55,57,58,8
کرلینگ 7
کرمان 21,25,25,56
کرمانشاه 25,52,52
کروتزفلد 13,13,20,20
کروزل 30
کروموزم 28
کروموزوم 28
کروناویروس 52
کروی 20
کزاز 53
کسالت 12
کسان 33,33
کسانی 15,17,21,28,31,35,35,42,42,53,54,54,7,7,7,7
کسانیکه 33
کشاورز 25,49,49
کشاورزان 58
کشاورزی 11,15,16,16,25,25,25,25,25,25,25,25,25,39,50,50,50,50,50,53,58,58,58,58,58,58,58
کشتن 30,30,57
کشته 15,30,9
کشتی 11,15,16,53
کشسانی 8,8,8
کششی 6
کشفیات 16,50,8
کشمکش 60
کشور 1,14,16,16,16,18,18,18,18,18,23,23,25,25,25,25,25,25,25,25,28,31,36,36,39,39,50,50,50,52,52,52,52,52,53,53,53,53,53,53,53,53,53,57,57,57,57,57,57,57,57,6,60,60,60,7
کشورهای 16,16,18,18,18,18,18,18,18,21,28,28,28,28,28,31,43,43,47,49,53,53,53,53,57,57
کشورهایی 35,57
کشید 16,27,41,57
کشیدن 13,14,14,14,27,32,32,34,46,46,46,59
کشیده 26,28,3,34,46,46,47,48,57,8
کشیدگی 33,8,8,8
کفایت 42
کفِّ 6
کلاس 27,30,35,50
کلاسیک 15,25,28,28,28
کلاغ 11,11
کلاف 41,41
کلاه 31
کلاو 30
کلاژنی 7
کلدوک 7
کلرهگزیدین 10,10
کلرید 30
کلسترول 16,28,28
کلسیم 23,23,23
کلمات 27,32,46
کلماتی 53,53
کلمه 18,31,31
کلمهٔ 11,18,18
کلنی 33,33
کلوئیدهای 23
کلود 25
کلونیزه 33
کلوور 13
کلیتوریس 57
کلید 18,18,18,18,18
کلیدهای 18
کلینیک 25,27,28
کلینیکال 25
کلینیکی 23,27
کلیه 25,25,28,28,28,28,28,28,28,28,28,41,41,42,53,53,53,53,53,9
کلیهٔ 17
کلیوی 28,28,28,28,31,53
کلیپل 44,44
کلیک 18,18
کم 17,18,28,52,52,53,57,60
کماکان 28,53
کمبود 16,16,16,16,16,16,17,24,28,28,28,28,28,28,28,28,28,52,52,52,6,8,9
کمبودهایی 31
کمتر 1,16,17,18,18,23,28,28,28,28,28,28,28,28,28,28,28,31,31,33,40,40,40,46,49,52,53,53,57,57,58,58,9
کمترِ 18
کمتری 16,18,18,28,28,9
کمربند 20
کمری 7
کمپانی 23
کمپوست 58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
کمکی 18,28,60
کمیاب 18
کمیسیون 23
کمین 31
کنار 17,17,18,21,28,31,31,31,31,31,39,46,46,53,53,53,56,58,6,8
کنارشان 53
کناره 46
کنارهم 20
کناری 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
کنترل 11,11,11,11,11,11,12,13,13,18,18,18,18,19,19,24,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,33,35,40,40,40,40,43,48,53,53,53,53,53,53,54,54,54,54,55,57,58,58,6,6,6,8,8
کنترلی 28,28
کنترلیِ 18
کنجکاو 18
کندن 10,10,13
کندی 53
کنسروهای 10
کنفرانس 52,53
کنند 13,16,18,28,28,30,31,31,35,42,8,8,8,9
کننده 23,5
کنندهٔ 23,23,23
کنندگان 33
کنوانسیون 43,43
کنونی 15,15,17,25
کنیا 57
کنید 10,16,18,18,18,18,18,18,18,18,18,18,28,28,28,32,46,46,46,49,49,52,53,53,53,57,9,9
کنیم 30,31,31,31,33
کهنه 12,18,8
کهولت 54,9
کهیر 54
کوآنزیم 30
کوانتوم 11,16,53
کوبیده 27
کوتاه 1,16,28,28,3,32,57,57,7,7,7
کوتاهی 25,49
کوتیکول 20
کودهای 39
کودک 11,16,16,16,16,16,16,16,31,31,31,31,31,31,31,31,35,40,40,40,52,52,53,54,54,54,54,6,7
کودکان 10,16,16,16,16,16,16,16,16,16,23,28,28,28,28,28,28,28,31,31,31,31,31,31,31,31,31,31,31,31,35,35,35,35,35,38,40,40,40,45,49,49,49,51,54,54,56,7,7
کودکانی 28,51,7
کودکس 57
کودکی 13,13,28,31
کورپس 15
کوشش 16
کوشینگ 28
کوفتگی 32
کولد 15
کولر 49
کولشف 55
کولومبوس 53,53
کولون 7
کولونوس 23
کولگیت 23
کولیسیتین 33
کولینوس 23,23,23
کومای 28
کومه 58
کوهستانی 18
کوهن 30
کوچک 12,17,18,18,18,20,20,20,21,25,29,30,31,31,46,7,7
کوچکتر 47
کوچکی 28,41,46,46,57
کوکساکی 10,28
کَتَم 39,39
کپسول 11
کپنهاک 25
کچاپ 10
کژگردنی 59,59,59
کیستی 28
کیستیک 28
کیسه 21,21,57,7,7,7
کیسهٔ 29
کیفری 53
کیفی 35,43,52,52
کیفیت 1,1,16,16,17,24,24,25,28,35,53,53,53
کیلو 54,54
کیلومتر 60
کیلومتری 60
کیمونو 18,18,18
کینگ 50
گابلت 26
گاتیر 13
گاردنر 28
گارسیا 55
گازهای 56
گالتون 53
گالن 53
گانهٔ 28
گاهی 16,18,18,18,18,24,28,28,28,31,31,46,52,53,9,9,9,9
گاومیش 56
گاوی 25,25
گذار 16,53
گذارده 25
گذاری 11,16,53
گذاشتن 17,27,31
گذاشته 19,21,25,46,46,53
گذرا 28,7
گذراندن 53
گذشت 27,30,36
گذشته 14,17,18,18,18,18,24,28,28,32,52,56,60,8
گراد 30
گران 18,24,57
گرانتر 57
گراند 55,55
گرانول 1
گرایش 39
گرایی 55
گربه 6
گرجستان 36
گرد_و_غبار 60
گردآوری 34
گرداگرد 22
گردد 16,20,28,28,28,43,46,49,57
گردش 2,20,20,20,20,20,23,28,28,28,49,53,53,53,53,53,7
گردشند 42
گردشگران 17,21
گردشگری 56
گردن 42,59,59
گردند 16,20,28,28
گردهمایی 35
گردو 28,28
گردوغبار 11
گردگیری 51
گردید 25,28,35,52,52,58
گردیده 35
گرزی 20
گرسنگی 16,28
گرفت 16,17,25,25,25,28,35
گرفتن 16,18,20,20,20,27,42,46,53,57
گرفتند 53
گرفته 10,11,15,15,15,15,15,16,17,17,18,18,20,25,25,25,25,25,25,28,28,28,28,28,3,31,31,36,36,41,42,42,46,46,53,53,54,57,57,60,7
گرفتگی 30
گرما 16,30,30,30,31,36,44,51
گرمابه 21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
گرمابهٔ 21,21
گرمادوست 58,58
گرماسنج 16
گرمای 21,21,30,30,30,54,56
گرمایش 18,56
گرمایی 36,36,36,36
گرمخانه 21,21
گرمسارو 25
گرمسیری 7
گرمی 21,28,28,28
گرنه 21
گروه 11,15,15,16,18,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,43,43,53,53,57,58
گروهی 13,28,28,28,28,3,3,35,53,8
گرچه 1,10,11,12,13,14,15,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
گزارش 24,25,28,53,57
گزشته 28
گزنه 28
گزیدن 57
گزیدگی 23
گزینندگان 50
گزینه 28,31
گسترده 15,18,23,28,28
گستردگی 8
گسترش 11,11,16,17,17,18,18,18,18,23,25,28,28,28,28,28,33,35,53,53,53,53,57,57
گشاد 22
گفتار 16,26,32,35,6
گفتارخوانی 35
گفتاری 7,7
گفتاوردهای 12,21,31,51,53
گفتم 21
گفته 13,15,17,18,18,18,18,18,18,20,20,20,26,26,28,28,3,31,37,39,42,43,45,48,49,51,53,54,57,8,9
گفتهٔ 21,51,60
گفتگو 46
گلاب 24
گلابراتا 10
گلایسمیک 28
گلایکل 23
گلخن 21
گلوبوس 13
گلوتامیک 28,28
گلوکاگونوما 10
گلوکز 16,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,9
گلوکومتر 28
گلوکوکیناز 28
گلیکاسیون 28,28
گلیکوژن 28
گمان 57,57
گنبدی 21
گنجعلیخان 21
